/mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa /mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
5576155	5576310	29917443	29917288	156	156	87.82	30427671	30427671	0.00	0.00	1	1
5576569	5576680	29917068	29916957	112	112	91.07	30427671	30427671	0.00	0.00	1	1
5581440	5581793	29908763	29908410	354	354	89.86	30427671	30427671	0.00	0.00	1	1
5598449	5598736	29867844	29867560	288	285	85.47	30427671	30427671	0.00	0.00	1	1
5615160	5615394	2466301	2466067	235	235	94.47	30427671	30427671	0.00	0.00	1	1
5619469	5619548	29804197	29804118	80	80	98.75	30427671	30427671	0.00	0.00	1	1
5657574	5657770	26551901	26551707	197	195	90.40	30427671	30427671	0.00	0.00	1	1
5657935	5658999	13409325	13408253	1065	1073	94.05	30427671	30427671	0.00	0.00	1	1
5657935	5658392	17111573	17111120	458	454	91.72	30427671	30427671	0.00	0.00	1	1
5658100	5658394	16317875	16317587	295	289	92.88	30427671	30427671	0.00	0.00	1	1
5658459	5659134	13408255	13407617	676	639	86.48	30427671	30427671	0.00	0.00	1	1
5658459	5659134	21260994	21260337	676	658	89.85	30427671	30427671	0.00	0.00	1	1
5658481	5658834	13156291	13155928	354	364	89.84	30427671	30427671	0.00	0.00	1	1
5658862	5659004	16317583	16317442	143	142	95.10	30427671	30427671	0.00	0.00	1	1
5679267	5680634	2534781	2533299	1368	1483	90.69	30427671	30427671	0.00	0.00	1	1
5679267	5681873	6276128	6273523	2607	2606	99.62	30427671	30427671	0.01	0.01	1	1
5679775	5680634	23242933	23242074	860	860	99.19	30427671	30427671	0.00	0.00	1	1
5680674	5681342	2532375	2531707	669	669	97.91	30427671	30427671	0.00	0.00	1	1
5680674	5681245	23241150	23240579	572	572	98.60	30427671	30427671	0.00	0.00	1	1
5681491	5681873	11315394	11315041	383	354	88.51	30427671	30427671	0.00	0.00	1	1
5681629	5681873	2531711	2531451	245	261	92.72	30427671	30427671	0.00	0.00	1	1
5699960	5700454	5702077	5701571	495	507	92.70	30427671	30427671	0.00	0.00	1	1
5700627	5701552	5701552	5700627	926	926	94.18	30427671	30427671	0.00	0.00	1	1
5700814	5701085	13241699	13241436	272	264	91.91	30427671	30427671	0.00	0.00	1	1
5700829	5701058	16870403	16870175	230	229	92.24	30427671	30427671	0.00	0.00	1	1
5701096	5701552	13640260	13639804	457	457	92.34	30427671	30427671	0.00	0.00	1	1
5701099	5701444	16816093	16815759	346	335	88.54	30427671	30427671	0.00	0.00	1	1
5701571	5702077	5700454	5699960	507	495	92.70	30427671	30427671	0.00	0.00	1	1
5701571	5702081	13639673	13639172	511	502	93.35	30427671	30427671	0.00	0.00	1	1
5703652	5704170	29732723	29732196	519	528	79.77	30427671	30427671	0.00	0.00	1	1
5711184	5711279	29725596	29725503	96	94	93.75	30427671	30427671	0.00	0.00	1	1
5718134	5718820	29720407	29719712	687	696	87.11	30427671	30427671	0.00	0.00	1	1
5718952	5719116	29719581	29719416	165	166	89.16	30427671	30427671	0.00	0.00	1	1
5719733	5720067	29718774	29718440	335	335	89.55	30427671	30427671	0.00	0.00	1	1
5739991	5740353	29676267	29675900	363	368	82.38	30427671	30427671	0.00	0.00	1	1
5741670	5741806	29674285	29674149	137	137	94.16	30427671	30427671	0.00	0.00	1	1
5742428	5743024	29673526	29672920	597	607	85.55	30427671	30427671	0.00	0.00	1	1
5758382	5758580	3180740	3180541	199	200	97.50	30427671	30427671	0.00	0.00	1	1
5768278	5769157	29654821	29653960	880	862	85.91	30427671	30427671	0.00	0.00	1	1
5777408	5777475	29651380	29651313	68	68	98.53	30427671	30427671	0.00	0.00	1	1
5785434	5785817	29632529	29632146	384	384	84.68	30427671	30427671	0.00	0.00	1	1
5825480	5825677	29543988	29543791	198	198	92.42	30427671	30427671	0.00	0.00	1	1
5827166	5827346	29542038	29541860	181	179	87.91	30427671	30427671	0.00	0.00	1	1
5862948	5863513	20205906	20205353	566	554	92.06	30427671	30427671	0.00	0.00	1	1
5898928	5899206	23875679	23875401	279	279	92.47	30427671	30427671	0.00	0.00	1	1
5898930	5899190	11422454	11422194	261	261	93.49	30427671	30427671	0.00	0.00	1	1
5898933	5899206	23652017	23651744	274	274	93.43	30427671	30427671	0.00	0.00	1	1
5899205	5899353	12240911	12240763	149	149	94.67	30427671	30427671	0.00	0.00	1	1
5899206	5899755	12098017	12097456	550	562	92.20	30427671	30427671	0.00	0.00	1	1
5899206	5899736	25780237	25779690	531	548	90.53	30427671	30427671	0.00	0.00	1	1
5899208	5899688	10931470	10930990	481	481	95.63	30427671	30427671	0.00	0.00	1	1
5899525	5899755	12240735	12240505	231	231	94.81	30427671	30427671	0.00	0.00	1	1
5911717	5911855	5916544	5916405	139	140	95.00	30427671	30427671	0.00	0.00	1	1
5911718	5913013	17813890	17812542	1296	1349	92.96	30427671	30427671	0.00	0.00	1	1
5958636	5959566	27516637	27515706	931	932	97.96	30427671	30427671	0.00	0.00	1	1
5959569	5959680	27515182	27515071	112	112	99.11	30427671	30427671	0.00	0.00	1	1
5970751	5970991	20206877	20206638	241	240	92.53	30427671	30427671	0.00	0.00	1	1
5999199	5999354	5999354	5999199	156	156	92.31	30427671	30427671	0.00	0.00	1	1
6156400	6157136	11755078	11754364	737	715	89.05	30427671	30427671	0.00	0.00	1	1
6157263	6158499	11754032	11752775	1237	1258	89.80	30427671	30427671	0.00	0.00	1	1
6158499	6158863	11752649	11752284	365	366	91.26	30427671	30427671	0.00	0.00	1	1
6191529	6197390	6204497	6198632	5862	5866	99.85	30427671	30427671	0.02	0.02	1	1
6198632	6204497	6197390	6191529	5866	5862	99.85	30427671	30427671	0.02	0.02	1	1
6198665	6198788	12289424	12289301	124	124	93.55	30427671	30427671	0.00	0.00	1	1
6207610	6207859	27716526	27716277	250	250	86.80	30427671	30427671	0.00	0.00	1	1
6210889	6211034	6211988	6211843	146	146	99.32	30427671	30427671	0.00	0.00	1	1
6211843	6211988	6211034	6210889	146	146	99.32	30427671	30427671	0.00	0.00	1	1
6218588	6219140	13870422	13869873	553	550	95.68	30427671	30427671	0.00	0.00	1	1
6218588	6219139	17502785	17502231	552	555	96.94	30427671	30427671	0.00	0.00	1	1
6250877	6251588	27695315	27694586	712	730	81.28	30427671	30427671	0.00	0.00	1	1
6273523	6276128	5681873	5679267	2606	2607	99.62	30427671	30427671	0.01	0.01	1	1
6276157	6276323	18447829	18447661	167	169	91.72	30427671	30427671	0.00	0.00	1	1
6279762	6280102	27653232	27652892	341	341	88.56	30427671	30427671	0.00	0.00	1	1
6280599	6280831	27652544	27652312	233	233	87.98	30427671	30427671	0.00	0.00	1	1
6398796	6399659	27865367	27864504	864	864	80.53	30427671	30427671	0.00	0.00	1	1
6402922	6403542	15643055	15642445	621	611	88.08	30427671	30427671	0.00	0.00	1	1
6404197	6405285	17686506	17685429	1089	1078	85.80	30427671	30427671	0.00	0.00	1	1
6425908	6426562	11808272	11807619	655	654	94.66	30427671	30427671	0.00	0.00	1	1
6514474	6515220	5437790	5437045	747	746	94.13	30427671	30427671	0.00	0.00	1	1
6514475	6515296	29775141	29774291	822	851	90.53	30427671	30427671	0.00	0.00	1	1
6514476	6515253	697374	696572	778	803	90.61	30427671	30427671	0.00	0.00	1	1
6514800	6515296	20172605	20172091	497	515	90.50	30427671	30427671	0.00	0.00	1	1
6538418	6543536	4411120	4406006	5119	5115	95.82	30427671	30427671	0.02	0.02	1	1
6574910	6575218	23152953	23152647	309	307	89.71	30427671	30427671	0.00	0.00	1	1
6574997	6575218	22888292	22888072	222	221	92.41	30427671	30427671	0.00	0.00	1	1
6627305	6627511	28144491	28144285	207	207	88.89	30427671	30427671	0.00	0.00	1	1
6640356	6641026	18131070	18130397	671	674	91.26	30427671	30427671	0.00	0.00	1	1
6704196	6709327	4411120	4406003	5132	5118	96.43	30427671	30427671	0.02	0.02	1	1
6715970	6716118	6771863	6771715	149	149	90.00	30427671	30427671	0.00	0.00	1	1
6717194	6717409	23065588	23065376	216	213	90.74	30427671	30427671	0.00	0.00	1	1
6721381	6722877	6770797	6769306	1497	1492	86.94	30427671	30427671	0.00	0.00	1	1
6723421	6724095	6769311	6768627	675	685	83.16	30427671	30427671	0.00	0.00	1	1
6735864	6736643	2235167	2234388	780	780	94.12	30427671	30427671	0.00	0.00	1	1
6735864	6736692	17552998	17552171	829	828	94.58	30427671	30427671	0.00	0.00	1	1
6735887	6737332	29320708	29319264	1446	1445	96.89	30427671	30427671	0.00	0.00	1	1
6735891	6737366	3074698	3073226	1476	1473	95.54	30427671	30427671	0.00	0.00	1	1
6759675	6759752	6759752	6759675	78	78	97.44	30427671	30427671	0.00	0.00	1	1
6768627	6769311	6724095	6723421	685	675	83.16	30427671	30427671	0.00	0.00	1	1
6769306	6770797	6722877	6721381	1492	1497	86.94	30427671	30427671	0.00	0.00	1	1
6770281	6770797	6719062	6718560	517	503	86.29	30427671	30427671	0.00	0.00	1	1
6771715	6771863	6716118	6715970	149	149	90.00	30427671	30427671	0.00	0.00	1	1
6826920	6828200	9696329	9695118	1281	1212	85.49	30427671	30427671	0.00	0.00	1	1
6828770	6829270	9695021	9694521	501	501	91.09	30427671	30427671	0.00	0.00	1	1
6829268	6830072	9694145	9693323	805	823	86.61	30427671	30427671	0.00	0.00	1	1
6906144	6906451	18548391	18548102	308	290	90.26	30427671	30427671	0.00	0.00	1	1
6951450	6951514	13430314	13430250	65	65	100.00	30427671	30427671	0.00	0.00	1	1
6995275	6995364	2939495	2939407	90	89	96.67	30427671	30427671	0.00	0.00	1	1
7023547	7024535	22563702	22562685	989	1018	90.10	30427671	30427671	0.00	0.00	1	1
7026726	7027134	7077162	7076764	409	399	90.49	30427671	30427671	0.00	0.00	1	1
7035187	7037293	19995739	19993678	2107	2062	92.94	30427671	30427671	0.01	0.01	1	1
7035189	7036547	30253109	30251772	1359	1338	93.84	30427671	30427671	0.00	0.00	1	1
7035191	7037027	11737393	11735587	1837	1807	91.43	30427671	30427671	0.01	0.01	1	1
7035204	7037070	30255510	30253651	1867	1860	94.44	30427671	30427671	0.01	0.01	1	1
7036148	7036908	16998385	16997629	761	757	94.61	30427671	30427671	0.00	0.00	1	1
7036498	7036791	22992366	22992077	294	290	94.56	30427671	30427671	0.00	0.00	1	1
7049014	7049195	7170722	7170540	182	183	89.30	30427671	30427671	0.00	0.00	1	1
7049339	7049801	7194394	7193936	463	459	85.20	30427671	30427671	0.00	0.00	1	1
7049384	7050022	7169478	7168850	639	629	82.03	30427671	30427671	0.00	0.00	1	1
7049560	7050813	7172179	7170959	1254	1221	94.83	30427671	30427671	0.00	0.00	1	1
7049562	7049953	7200300	7199911	392	390	88.53	30427671	30427671	0.00	0.00	1	1
7076764	7077162	7027134	7026726	399	409	90.49	30427671	30427671	0.00	0.00	1	1
7076836	7077176	6236552	6236209	341	344	82.90	30427671	30427671	0.00	0.00	1	1
7122004	7122424	30180483	30180059	421	425	84.63	30427671	30427671	0.00	0.00	1	1
7122701	7125272	30179736	30177137	2572	2600	84.11	30427671	30427671	0.01	0.01	1	1
7125424	7126023	30177039	30176438	600	602	83.03	30427671	30427671	0.00	0.00	1	1
7170540	7170722	7049195	7049014	183	182	89.30	30427671	30427671	0.00	0.00	1	1
7170959	7172179	7050813	7049560	1221	1254	94.83	30427671	30427671	0.00	0.00	1	1
7193936	7194394	7049801	7049339	459	463	85.20	30427671	30427671	0.00	0.00	1	1
7198004	7198375	7295963	7295595	372	369	82.35	30427671	30427671	0.00	0.00	1	1
7201688	7201957	19330756	19330488	270	269	91.85	30427671	30427671	0.00	0.00	1	1
7201787	7201957	5045041	5044874	171	168	85.96	30427671	30427671	0.00	0.00	1	1
7202121	7202466	21132104	21131758	346	347	91.35	30427671	30427671	0.00	0.00	1	1
7254951	7257232	24352992	24350735	2282	2258	94.88	30427671	30427671	0.01	0.01	1	1
7256608	7257228	10153384	10152772	621	613	93.88	30427671	30427671	0.00	0.00	1	1
7256608	7257234	17035706	17035056	627	651	89.68	30427671	30427671	0.00	0.00	1	1
7281718	7283302	16968243	16966678	1585	1566	93.73	30427671	30427671	0.01	0.01	1	1
7281722	7283852	11410300	11408157	2131	2144	95.60	30427671	30427671	0.01	0.01	1	1
7281722	7284082	16593135	16590753	2361	2383	95.44	30427671	30427671	0.01	0.01	1	1
7295595	7295963	7198375	7198004	369	372	82.35	30427671	30427671	0.00	0.00	1	1
7352927	7365197	2800697	2788427	12271	12271	99.96	30427671	30427671	0.04	0.04	1	1
7352930	7357988	13192359	13187278	5059	5082	95.38	30427671	30427671	0.02	0.02	1	1
7357984	7359143	13180611	13179469	1160	1143	95.26	30427671	30427671	0.00	0.00	1	1
7359135	7359821	13178585	13177897	687	689	96.67	30427671	30427671	0.00	0.00	1	1
7359745	7363911	13177901	13173734	4167	4168	96.74	30427671	30427671	0.01	0.01	1	1
7364152	7365198	13173969	13172922	1047	1048	95.90	30427671	30427671	0.00	0.00	1	1
7392265	7393401	12692513	12691376	1137	1138	96.41	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12767044	12766376	657	669	84.85	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12770421	12769756	657	666	84.41	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12773836	12773167	657	670	85.29	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12777250	12776581	657	670	85.29	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12780664	12779995	657	670	84.71	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12784074	12783409	657	666	84.26	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12787489	12786820	657	670	85.29	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12790903	12790234	657	670	85.29	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12794317	12793648	657	670	84.71	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12797641	12796987	657	655	82.79	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12800965	12800311	657	655	82.79	30427671	30427671	0.00	0.00	1	1
7665283	7665939	12804380	12803711	657	670	85.00	30427671	30427671	0.00	0.00	1	1
7665283	7665932	12807792	12807131	650	662	84.70	30427671	30427671	0.00	0.00	1	1
7665283	7665932	12811702	12811040	650	663	86.20	30427671	30427671	0.00	0.00	1	1
7715025	7715146	3360660	3360539	122	122	96.72	30427671	30427671	0.00	0.00	1	1
7720565	7722547	21526977	21524995	1983	1983	99.14	30427671	30427671	0.01	0.01	1	1
7722427	7722549	3360660	3360538	123	123	96.75	30427671	30427671	0.00	0.00	1	1
7725319	7725853	22106644	22106119	535	526	89.59	30427671	30427671	0.00	0.00	1	1
7745887	7745970	7776392	7776309	84	84	96.43	30427671	30427671	0.00	0.00	1	1
7746001	7747116	7776001	7774783	1116	1219	86.20	30427671	30427671	0.00	0.00	1	1
7761201	7762110	4111016	4110105	910	912	97.70	30427671	30427671	0.00	0.00	1	1
7774783	7776001	7747116	7746001	1219	1116	86.20	30427671	30427671	0.00	0.00	1	1
7776309	7776392	7745970	7745887	84	84	96.43	30427671	30427671	0.00	0.00	1	1
7798413	7799134	21769031	21768305	722	727	84.65	30427671	30427671	0.00	0.00	1	1
7798413	7799134	21805289	21804563	722	727	84.65	30427671	30427671	0.00	0.00	1	1
7798413	7799134	21841547	21840821	722	727	84.65	30427671	30427671	0.00	0.00	1	1
7799584	7800035	21767896	21767442	452	455	82.86	30427671	30427671	0.00	0.00	1	1
7799584	7800035	21804154	21803700	452	455	82.86	30427671	30427671	0.00	0.00	1	1
7799584	7800035	21840412	21839958	452	455	82.86	30427671	30427671	0.00	0.00	1	1
7811507	7811980	785389	784928	474	462	86.79	30427671	30427671	0.00	0.00	1	1
7811534	7811980	6759613	6759167	447	447	89.78	30427671	30427671	0.00	0.00	1	1
7833299	7834148	11299359	11298493	850	867	86.06	30427671	30427671	0.00	0.00	1	1
7833299	7834097	16712972	16712157	799	816	90.35	30427671	30427671	0.00	0.00	1	1
7860077	7860265	7872141	7871961	189	181	87.89	30427671	30427671	0.00	0.00	1	1
7861374	7861969	7870944	7870353	596	592	93.49	30427671	30427671	0.00	0.00	1	1
7862270	7865273	7870162	7867110	3004	3053	89.30	30427671	30427671	0.01	0.01	1	1
7867110	7870162	7865273	7862270	3053	3004	89.30	30427671	30427671	0.01	0.01	1	1
7870353	7870944	7861969	7861374	592	596	93.49	30427671	30427671	0.00	0.00	1	1
7871961	7872141	7860265	7860077	181	189	87.89	30427671	30427671	0.00	0.00	1	1
7960246	7961255	19729532	19728523	1010	1010	98.42	30427671	30427671	0.00	0.00	1	1
7960315	7961258	22873152	22872212	944	941	95.76	30427671	30427671	0.00	0.00	1	1
7960344	7961262	26375282	26374363	919	920	89.79	30427671	30427671	0.00	0.00	1	1
7975864	7976567	10491074	10490364	704	711	95.08	30427671	30427671	0.00	0.00	1	1
7975866	7976570	17727923	17727209	705	715	91.48	30427671	30427671	0.00	0.00	1	1
7976024	7976567	10008618	10008065	544	554	88.55	30427671	30427671	0.00	0.00	1	1
7985124	7985727	11428384	11427786	604	599	91.90	30427671	30427671	0.00	0.00	1	1
7985708	7986420	13166968	13166272	713	697	86.21	30427671	30427671	0.00	0.00	1	1
7985790	7986420	8277128	8276504	631	625	87.26	30427671	30427671	0.00	0.00	1	1
8016442	8016543	3413051	3412950	102	102	95.10	30427671	30427671	0.00	0.00	1	1
8099795	8100568	26893627	26892851	774	777	83.01	30427671	30427671	0.00	0.00	1	1
8111094	8111417	26853344	26853020	324	325	86.40	30427671	30427671	0.00	0.00	1	1
8114768	8116101	12330055	12328719	1334	1337	94.94	30427671	30427671	0.00	0.00	1	1
8114768	8116101	22994062	22992726	1334	1337	94.06	30427671	30427671	0.00	0.00	1	1
8114768	8116821	26171482	26169417	2054	2066	93.62	30427671	30427671	0.01	0.01	1	1
8114770	8116817	501372	499398	2048	1975	92.50	30427671	30427671	0.01	0.01	1	1
8114770	8116578	11737393	11735587	1809	1807	93.66	30427671	30427671	0.01	0.01	1	1
8114770	8116817	19995734	19993705	2048	2030	94.69	30427671	30427671	0.01	0.01	1	1
8114770	8116101	30253107	30251772	1332	1336	95.16	30427671	30427671	0.00	0.00	1	1
8114783	8116621	30255510	30253651	1839	1860	94.16	30427671	30427671	0.01	0.01	1	1
8115106	8116817	13017571	13015876	1712	1696	94.75	30427671	30427671	0.01	0.01	1	1
8115821	8116810	19769011	19768022	990	990	94.76	30427671	30427671	0.00	0.00	1	1
8116101	8116342	30251363	30251123	242	241	95.45	30427671	30427671	0.00	0.00	1	1
8116304	8116817	8489951	8489439	514	513	94.97	30427671	30427671	0.00	0.00	1	1
8116304	8116817	25963004	25962490	514	515	94.39	30427671	30427671	0.00	0.00	1	1
8116441	8116817	23554190	23553816	377	375	95.23	30427671	30427671	0.00	0.00	1	1
8151088	8151841	216378	215619	754	760	86.89	30427671	30427671	0.00	0.00	1	1
8169453	8170362	1276614	1275783	910	832	85.34	30427671	30427671	0.00	0.00	1	1
8169453	8170360	8578067	8577160	908	908	92.80	30427671	30427671	0.00	0.00	1	1
8169874	8170269	7833691	7833299	396	393	91.46	30427671	30427671	0.00	0.00	1	1
8182450	8183410	26744117	26743166	961	952	82.52	30427671	30427671	0.00	0.00	1	1
8189960	8190566	2588430	2587824	607	607	93.93	30427671	30427671	0.00	0.00	1	1
8189960	8190561	19742139	19741538	602	602	95.20	30427671	30427671	0.00	0.00	1	1
8190182	8190559	9918827	9918453	378	375	91.27	30427671	30427671	0.00	0.00	1	1
8223011	8223361	26670119	26669772	351	348	83.57	30427671	30427671	0.00	0.00	1	1
8238637	8239464	19944499	19943728	828	772	88.30	30427671	30427671	0.00	0.00	1	1
8238685	8239802	12337808	12336727	1118	1082	85.99	30427671	30427671	0.00	0.00	1	1
8239000	8239802	10528466	10527670	803	797	88.69	30427671	30427671	0.00	0.00	1	1
8263022	8263446	26621593	26621169	425	425	93.41	30427671	30427671	0.00	0.00	1	1
8266658	8267523	16253681	16252754	866	928	88.90	30427671	30427671	0.00	0.00	1	1
8266669	8267082	27860436	27860024	414	413	87.74	30427671	30427671	0.00	0.00	1	1
8266756	8267523	10526939	10526175	768	765	91.93	30427671	30427671	0.00	0.00	1	1
8266814	8267523	13088087	13087384	710	704	88.34	30427671	30427671	0.00	0.00	1	1
8266814	8267522	19027590	19026884	709	707	94.23	30427671	30427671	0.00	0.00	1	1
8276583	8277453	13088283	13087388	871	896	90.27	30427671	30427671	0.00	0.00	1	1
8276592	8277128	16253967	16253422	537	546	86.18	30427671	30427671	0.00	0.00	1	1
8277313	8277458	16737971	16737826	146	146	94.52	30427671	30427671	0.00	0.00	1	1
8277593	8279057	10923823	10922412	1465	1412	86.84	30427671	30427671	0.00	0.00	1	1
8278414	8278795	25976767	25976388	382	380	83.38	30427671	30427671	0.00	0.00	1	1
8278823	8279058	16878252	16878019	236	234	91.53	30427671	30427671	0.00	0.00	1	1
8287573	8287775	12290048	12289848	203	201	87.19	30427671	30427671	0.00	0.00	1	1
8287606	8287775	12289748	12289580	170	169	90.00	30427671	30427671	0.00	0.00	1	1
8289502	8290415	19086845	19085920	914	926	92.78	30427671	30427671	0.00	0.00	1	1
8337221	8337383	26565163	26565001	163	163	92.02	30427671	30427671	0.00	0.00	1	1
8337241	8337384	3514221	3514078	144	144	92.36	30427671	30427671	0.00	0.00	1	1
8348326	8348646	26552986	26552666	321	321	83.59	30427671	30427671	0.00	0.00	1	1
8374546	8375151	16822895	16822273	606	623	92.32	30427671	30427671	0.00	0.00	1	1
8374933	8375139	18126822	18126616	207	207	93.75	30427671	30427671	0.00	0.00	1	1
8416741	8417879	8590250	8589162	1139	1089	87.84	30427671	30427671	0.00	0.00	1	1
8417856	8418764	8589152	8588205	909	948	91.40	30427671	30427671	0.00	0.00	1	1
8420670	8420965	26487076	26486785	296	292	79.40	30427671	30427671	0.00	0.00	1	1
8437496	8437722	26467254	26467029	227	226	86.78	30427671	30427671	0.00	0.00	1	1
8453486	8455997	13490414	13487917	2512	2498	97.70	30427671	30427671	0.01	0.01	1	1
8456315	8456709	13487917	13487468	395	450	86.22	30427671	30427671	0.00	0.00	1	1
8456697	8457328	13487520	13486871	632	650	95.10	30427671	30427671	0.00	0.00	1	1
8457326	8457405	8458725	8458646	80	80	97.50	30427671	30427671	0.00	0.00	1	1
8457495	8458241	13486771	13486086	747	686	90.09	30427671	30427671	0.00	0.00	1	1
8458646	8458725	8457405	8457326	80	80	97.50	30427671	30427671	0.00	0.00	1	1
8458783	8461392	13485854	13483274	2610	2581	96.90	30427671	30427671	0.01	0.01	1	1
8461490	8461794	13483052	13482748	305	305	88.61	30427671	30427671	0.00	0.00	1	1
8475177	8475357	8476353	8476172	181	182	93.96	30427671	30427671	0.00	0.00	1	1
8476172	8476353	8475357	8475177	182	181	93.96	30427671	30427671	0.00	0.00	1	1
