chr1	start1	end1	chr2	start2	end2	strand	length	identity	score	n_seeds	seed_density	context
1	14700732	14745558	1	14927004	14971750	+	44746	0.2802	0.0454	342	0.107	intra
1	14700980	14735074	1	14804012	14837666	-	33654	0.2902	0.0236	131	0.054	intra
1	14701188	14745902	1	14908784	14953838	+	44714	0.2763	0.0299	230	0.072	intra
1	14701708	14736014	1	14804104	14837582	-	33478	0.2453	0.0207	143	0.060	intra
1	14702116	14745558	1	14885216	14928754	+	43442	0.2967	0.0219	148	0.048	intra
1	14702392	14736646	1	14804104	14837582	-	33478	0.2493	0.0245	166	0.069	intra
1	14702708	14749798	1	14885216	14931298	+	46082	0.2725	0.0175	141	0.043	intra
1	14703496	14737698	1	14804012	14837590	-	33578	0.2839	0.0317	181	0.075	intra
1	14704064	14729658	1	14885140	14910642	+	25502	0.2595	0.0269	135	0.074	intra
1	14704164	14737922	1	14804012	14837558	-	33546	0.2763	0.0338	200	0.083	intra
1	14704224	14730794	1	14885140	14910642	+	25502	0.2586	0.0287	145	0.080	intra
1	14704800	14739034	1	14804112	14837666	-	33554	0.2960	0.0399	214	0.089	intra
1	14705636	14731590	1	14885180	14910642	+	25462	0.2620	0.0307	152	0.084	intra
1	14705648	14739850	1	14804112	14837666	-	33554	0.2655	0.0339	212	0.088	intra
1	14705928	14732386	1	14885180	14910642	+	25462	0.2473	0.0326	174	0.096	intra
1	14706684	14740346	1	14804248	14837666	-	33418	0.2804	0.0325	188	0.079	intra
1	14707160	14732706	1	14885216	14910642	+	25426	0.2800	0.0263	119	0.066	intra
1	14707564	14740962	1	14804248	14837666	-	33398	0.2744	0.0282	168	0.070	intra
1	14707712	14733570	1	14885200	14910642	+	25442	0.2839	0.0263	117	0.064	intra
1	14708116	14741902	1	14804012	14837598	-	33586	0.2633	0.0259	164	0.068	intra
1	14709020	14735614	1	14885156	14910686	+	25530	0.2701	0.0243	116	0.064	intra
1	14709716	14743698	1	14804056	14837582	-	33526	0.2756	0.0381	226	0.094	intra
1	14710708	14744858	1	14804012	14837582	-	33570	0.2544	0.0303	200	0.083	intra
1	14710856	14737162	1	14885216	14910642	+	25426	0.2996	0.0175	72	0.040	intra
1	14711104	14745262	1	14804012	14837582	-	33570	0.2662	0.0411	256	0.107	intra
1	14711580	14737774	1	14885216	14910642	+	25426	0.2809	0.0104	47	0.026	intra
1	14712096	14745594	1	14804244	14837582	-	33338	0.2898	0.0520	286	0.120	intra
1	14712592	14738594	1	14885156	14910642	+	25486	0.2569	0.0141	72	0.040	intra
1	14713160	14745558	1	14805220	14837566	-	32346	0.2493	0.0302	198	0.086	intra
1	14713884	14740346	1	14885164	14910642	+	25478	0.2686	0.0150	72	0.040	intra
1	14716036	14740118	1	14873092	14897758	+	24082	0.2799	0.0274	118	0.069	intra
1	14717124	14749798	1	14876392	14909142	+	32674	0.2573	0.0225	143	0.061	intra
1	14717908	14740346	1	14887360	14910642	+	22438	0.2765	0.0267	110	0.069	intra
1	14718096	14743022	1	14885808	14910458	+	24650	0.2802	0.0309	136	0.077	intra
1	14719024	14744954	1	14885164	14910642	+	25478	0.2667	0.0295	143	0.079	intra
1	14719548	14745594	1	14885164	14910642	+	25478	0.3000	0.0409	168	0.092	intra
1	14720608	14745878	1	14885200	14910326	+	25126	0.2853	0.0404	176	0.098	intra
1	14720768	14742522	1	14816616	14837666	-	21050	0.3011	0.0637	219	0.146	intra
1	14721436	14745594	1	14885232	14909370	+	24138	0.2982	0.0312	123	0.071	intra
1	14721780	14745070	1	14816616	14839234	-	22618	0.2906	0.0789	305	0.189	intra
1	14722204	14745594	1	14885200	14908822	+	23390	0.2901	0.0271	108	0.065	intra
1	14723924	14745070	1	14816616	14837666	-	21050	0.2851	0.0648	241	0.160	intra
1	14728124	14750554	1	15028816	15051006	-	22190	0.2963	0.0051	19	0.012	intra
1	14803996	14837550	1	14935420	14969230	-	33554	0.2576	0.0183	119	0.050	intra
1	14803996	14837478	1	14994640	15028374	-	33482	0.3064	0.0151	77	0.032	intra
1	14804012	14828426	1	15009776	15034086	-	24310	0.2863	0.0233	98	0.056	intra
1	14804056	15037650	1	14804692	15037810	+	233118	0.2817	0.1101	3718	0.223	intra
1	14804056	14837478	1	14954100	14988062	-	33422	0.2823	0.0217	124	0.052	intra
1	14804068	14830070	1	14903952	14930418	-	26002	0.2677	0.0147	72	0.039	intra
1	14804104	14849422	1	14865456	14910642	-	45186	0.2617	0.0506	422	0.131	intra
1	14804104	14831638	1	14927616	14955730	-	27534	0.2706	0.0228	116	0.059	intra
1	14804104	14837550	1	14964164	14997974	-	33446	0.2959	0.0196	105	0.044	intra
1	14804104	14829694	1	15009776	15035854	-	25590	0.2910	0.0304	131	0.072	intra
1	14804112	14828314	1	14885232	14909170	-	23938	0.2776	0.0224	97	0.057	intra
1	14804112	14837666	1	14927176	14961474	-	33554	0.2724	0.0270	163	0.068	intra
1	14804112	14837650	1	14996892	15031038	-	33538	0.2655	0.0123	77	0.032	intra
1	14804236	14825050	1	14928076	14949334	-	20814	0.2776	0.0280	107	0.072	intra
1	14804236	14837614	1	14956092	14989622	-	33378	0.2816	0.0197	113	0.047	intra
1	14804244	14837478	1	14952824	14986926	-	33234	0.3046	0.0220	112	0.047	intra
1	14804244	14837582	1	15020212	15053226	-	33014	0.2847	0.0395	221	0.094	intra
1	14804276	14831786	1	15010064	15037578	-	27510	0.2875	0.0263	123	0.063	intra
1	14804292	14824866	1	14927344	14948394	-	20574	0.2847	0.0312	114	0.078	intra
1	14804356	14837550	1	14959472	14993138	-	33194	0.2674	0.0152	93	0.039	intra
1	14804364	14834678	1	14900684	14931630	-	30314	0.2829	0.0073	38	0.018	intra
1	14804364	14825050	1	15011220	15032310	-	20686	0.2686	0.0201	80	0.054	intra
1	14804444	14837538	1	14949932	14983450	-	33094	0.2672	0.0189	116	0.049	intra
1	14804548	14830618	1	14885164	14910642	-	25478	0.2578	0.0241	122	0.067	intra
1	14804564	14831398	1	14809260	14836090	+	26830	0.2694	0.0202	101	0.053	intra
1	14804720	14837478	1	14957024	14990406	-	32758	0.2783	0.0200	115	0.049	intra
1	14804880	14831786	1	14930208	14957142	-	26906	0.2850	0.0192	89	0.046	intra
1	14805384	14837550	1	14952464	14985002	-	32166	0.2753	0.0196	112	0.049	intra
1	14805472	14837542	1	15021308	15053226	-	31918	0.2990	0.1191	602	0.264	intra
1	14805720	14828678	1	15052948	15076006	-	22958	0.2787	0.0087	36	0.022	intra
1	14805904	14837598	1	15010572	15042794	-	31694	0.2874	0.0383	204	0.090	intra
1	14805944	14865322	1	14815812	14875802	+	59378	0.2562	0.0065	71	0.017	intra
1	14805980	14830878	1	15689784	15714782	-	24898	0.2630	0.0132	64	0.036	intra
1	14806104	14828614	1	14815852	14837550	+	21698	0.2727	0.0140	57	0.037	intra
1	14807236	14831182	1	14813664	14837562	+	23898	0.2683	0.0225	102	0.060	intra
1	14807236	14856874	1	15420496	15470530	+	49638	0.2584	0.0047	43	0.012	intra
1	14809260	14858834	1	14821924	14870966	+	49042	0.2567	0.0207	191	0.055	intra
1	14809276	14854874	1	14874716	14920374	-	45598	0.2554	0.0046	40	0.012	intra
1	14810472	14867006	1	14817820	14874994	+	56534	0.2545	0.0195	207	0.051	intra
1	14811132	14846938	1	14865372	14901286	-	35806	0.2734	0.0151	96	0.038	intra
1	14813356	14837666	1	15031344	15056042	-	24310	0.2438	0.0056	29	0.017	intra
1	14813664	14854186	1	14866432	14907090	-	40522	0.2761	0.0078	55	0.019	intra
1	14815552	14837542	1	15030832	15052786	-	21954	0.2849	0.0207	80	0.051	intra
1	14816616	14846734	1	14879972	14910118	-	30118	0.2550	0.0246	147	0.068	intra
1	14821836	14851910	1	15429212	15459878	+	30074	0.2642	0.0046	26	0.012	intra
1	14829680	14854874	1	14866728	14891858	-	25130	0.2753	0.0124	57	0.032	intra
1	14832516	14854186	1	15551752	15573506	-	21670	0.2655	0.0040	17	0.011	intra
1	14838444	14867522	1	15524084	15552942	+	28858	0.2473	0.0184	110	0.053	intra
1	14843988	14864422	1	14858372	14878806	+	20434	0.2632	0.0119	48	0.033	intra
1	14858032	14885018	1	16094260	16121882	-	26986	0.2437	0.0321	184	0.095	intra
1	14859828	15012158	1	14900784	15053278	+	152330	0.2692	0.0551	1341	0.123	intra
1	14862424	14910222	1	14934320	14982722	+	47798	0.2950	0.0077	57	0.017	intra
1	14862464	14885018	1	16094260	16116810	-	22550	0.2693	0.0427	183	0.114	intra
1	14867320	14891858	1	15000468	15025042	+	24538	0.2502	0.0202	103	0.059	intra
1	14868908	14910686	1	14941660	14984138	+	41778	0.2718	0.0088	65	0.022	intra
1	14875124	15036806	1	14876040	15038074	+	161682	0.2637	0.1312	3706	0.321	intra
1	14879352	14904018	1	15464064	15488754	-	24666	0.2481	0.0505	261	0.148	intra
1	14885156	14908866	1	15029148	15053226	+	23710	0.2619	0.1092	771	0.455	intra
1	14885228	14994210	1	14930008	15038302	+	108294	0.2692	0.0528	941	0.122	intra
1	14885784	14933294	1	15009764	15056586	+	46822	0.2809	0.0120	94	0.028	intra
1	14886416	14985858	1	14937648	15037490	+	99442	0.2836	0.0563	863	0.121	intra
1	14890264	15059126	1	14908760	15077478	+	168718	0.2726	0.0806	2118	0.176	intra
1	14894164	14921598	1	15032500	15059714	-	27214	0.2698	0.0036	18	0.009	intra
1	14897744	14998830	1	14930016	15031330	+	101086	0.2957	0.0923	1352	0.187	intra
1	14904504	14926162	1	15450116	15471710	+	21594	0.2750	0.0045	18	0.012	intra
1	14908492	15037490	1	14924236	15053106	+	128870	0.2850	0.0967	1865	0.203	intra
1	14908852	14998774	1	14940876	15030078	+	89202	0.2841	0.1042	1442	0.226	intra
1	14912096	15024650	1	14924904	15038074	+	112554	0.2726	0.1191	2159	0.269	intra
1	14912904	14935786	1	16006892	16029790	-	22882	0.2786	0.0765	317	0.194	intra
1	14915244	15146326	1	14918440	15149522	+	231082	0.2597	0.1324	5274	0.320	intra
1	14917284	15029122	1	14926212	15037346	+	111134	0.3074	0.1581	2549	0.321	intra
1	14918144	15066482	1	14929160	15077042	+	147882	0.2932	0.1033	2169	0.205	intra
1	14918804	15030918	1	14925528	15037490	+	111962	0.2874	0.1432	2904	0.363	intra
1	14922220	14958126	1	15502616	15538542	-	35906	0.2710	0.0068	44	0.017	intra
1	14925692	15033846	1	14930136	15038074	+	107938	0.3142	0.1631	2503	0.325	intra
1	15022200	15042566	1	15770620	15791406	+	20366	0.2836	0.0055	20	0.014	intra
1	15030064	15051738	1	15504208	15525002	-	20794	0.2808	0.0043	16	0.011	intra
1	15030536	15052790	1	15764848	15786430	+	21582	0.2840	0.0170	65	0.042	intra
1	15038504	15066470	1	15475244	15503630	-	27966	0.2461	0.0068	40	0.020	intra
1	15042604	15075826	1	15462692	15495694	-	33002	0.2458	0.0054	37	0.016	intra
1	15043552	15069910	1	15414624	15441330	-	26358	0.2426	0.0050	28	0.015	intra
1	15047180	15069986	1	15474272	15497390	-	22806	0.2941	0.0092	35	0.021	intra
1	15048184	15084854	1	15654612	15690426	+	35814	0.2764	0.0056	35	0.014	intra
1	15049920	15074722	1	15807792	15833262	+	24802	0.2553	0.1061	541	0.305	intra
1	15049956	15085878	1	15158872	15193914	-	35042	0.2545	0.0054	37	0.015	intra
1	15050984	15082170	1	15474460	15504894	-	30434	0.2640	0.0026	15	0.007	intra
1	15050984	15075746	1	15821412	15845202	+	23790	0.2812	0.0196	83	0.049	intra
1	15051308	15116218	1	15412072	15476742	-	64670	0.2710	0.0029	32	0.007	intra
1	15055188	15078734	1	15469456	15492686	-	23230	0.2574	0.0049	23	0.014	intra
1	15058816	15436978	1	15059460	15438162	+	378162	0.2767	0.1069	5777	0.214	intra
1	15058824	15084498	1	15198620	15224026	-	25406	0.2478	0.0040	21	0.012	intra
1	15059480	15138646	1	15197372	15276858	+	79166	0.2692	0.1115	1492	0.264	intra
1	15059952	15085942	1	15412164	15437910	+	25746	0.2534	0.0063	33	0.018	intra
1	15060164	15085230	1	15168336	15192938	-	24602	0.2807	0.0356	156	0.089	intra
1	15060204	15085754	1	15395864	15420750	-	24886	0.2710	0.0080	37	0.021	intra
1	15060572	15138834	1	15296216	15374370	+	78154	0.2575	0.0955	1339	0.240	intra
1	15060596	15084866	1	15469224	15493054	-	23830	0.2527	0.0071	35	0.021	intra
1	15060668	15082378	1	15669360	15690430	+	21070	0.2341	0.0033	16	0.011	intra
1	15061280	15085934	1	15168336	15192726	-	24390	0.2380	0.0043	23	0.013	intra
1	15062548	15102742	1	15237436	15277666	-	40194	0.2637	0.0034	25	0.009	intra
1	15064704	15085934	1	15170416	15191882	-	21230	0.2720	0.0434	174	0.115	intra
1	15067612	15108046	1	15246236	15287074	-	40434	0.2611	0.0024	18	0.006	intra
1	15071064	15201178	1	15306340	15435598	+	129258	0.2635	0.0728	1569	0.170	intra
1	15071664	15134554	1	15229776	15292054	+	62278	0.2677	0.1117	1210	0.272	intra
1	15072384	15110698	1	15266792	15304858	-	38066	0.2485	0.0022	17	0.006	intra
1	15072620	15109146	1	15583736	15620022	-	36286	0.2798	0.0045	28	0.011	intra
1	15074192	15109658	1	15239604	15275134	-	35466	0.2702	0.0026	17	0.007	intra
1	15074364	15106890	1	15425012	15458042	-	32526	0.2262	0.0036	27	0.012	intra
1	15075104	15431822	1	15077724	15434998	+	356718	0.2841	0.1097	5414	0.212	intra
1	15075436	15102742	1	15108032	15135502	-	27306	0.2322	0.0024	15	0.008	intra
1	15075436	15099426	1	15308932	15332814	-	23882	0.2647	0.0032	15	0.009	intra
1	15076668	15097634	1	15436576	15457422	-	20846	0.2445	0.0049	22	0.015	intra
1	15076692	15103906	1	15682192	15709266	+	27074	0.2652	0.0052	27	0.014	intra
1	15079140	15358574	1	15156592	15435410	+	278818	0.2622	0.0755	3313	0.166	intra
1	15080380	15336262	1	15175432	15431818	+	255882	0.2620	0.1090	4426	0.242	intra
1	15081068	15114678	1	15583736	15617470	-	33610	0.2640	0.0030	19	0.008	intra
1	15081904	15429566	1	15083724	15431306	+	347582	0.2625	0.1387	9494	0.382	intra
1	15081976	15104142	1	15147896	15169810	-	21914	0.2443	0.0032	15	0.010	intra
1	15081980	15104434	1	15105760	15127834	-	22074	0.2470	0.0038	18	0.011	intra
1	15081980	15117150	1	15277184	15311858	-	34674	0.2431	0.0047	34	0.014	intra
1	15082008	15104142	1	15178280	15199890	-	21610	0.2573	0.0034	15	0.010	intra
1	15082008	15115678	1	15277212	15310502	-	33290	0.2527	0.0039	26	0.011	intra
1	15082008	15203246	1	15277448	15398290	+	120842	0.2718	0.0779	1514	0.175	intra
1	15082012	15119338	1	15222884	15260378	-	37326	0.2577	0.0029	21	0.008	intra
1	15082028	15103458	1	15277184	15298826	-	21430	0.2292	0.0038	19	0.012	intra
1	15082028	15115302	1	15375468	15408586	-	33118	0.2669	0.0036	22	0.009	intra
1	15082032	15104142	1	15246236	15267994	-	21758	0.2478	0.0035	16	0.010	intra
1	15082032	15105366	1	15277188	15299978	-	22790	0.2500	0.0063	30	0.018	intra
1	15082164	15108046	1	15246236	15271614	-	25378	0.2431	0.0033	18	0.010	intra
1	15082208	15116554	1	15375348	15409890	-	34346	0.2730	0.0039	24	0.010	intra
1	15082332	15107618	1	15208032	15233054	-	25022	0.2428	0.0035	19	0.011	intra
1	15082364	15203790	1	15277448	15398342	+	120894	0.2460	0.0614	1357	0.157	intra
1	15082364	15107618	1	15308932	15333818	-	24886	0.2633	0.0033	16	0.009	intra
1	15082684	15109658	1	15310580	15337178	-	26598	0.2698	0.0030	15	0.008	intra
1	15082736	15105774	1	15125660	15148874	-	23038	0.2665	0.0045	20	0.012	intra
1	15082736	15117150	1	15277216	15311810	-	34414	0.2705	0.0046	29	0.012	intra
1	15082848	15112354	1	15361024	15389854	-	28830	0.2515	0.0039	23	0.011	intra
1	15082892	15116218	1	15409452	15443346	-	33326	0.2713	0.0043	26	0.011	intra
1	15082920	15114914	1	15375320	15407214	-	31894	0.2527	0.0027	17	0.007	intra
1	15083092	15125674	1	15257580	15299978	-	42398	0.2515	0.0051	42	0.014	intra
1	15083364	15362026	1	15157324	15435598	+	278274	0.2977	0.0792	2905	0.146	intra
1	15083444	15118854	1	15277224	15311858	-	34634	0.2395	0.0030	22	0.009	intra
1	15083596	15224362	1	15295596	15435838	+	140242	0.2635	0.0615	1427	0.142	intra
1	15083780	15205398	1	15277448	15398334	+	120886	0.2718	0.0499	970	0.112	intra
1	15084840	15205886	1	15277448	15398342	+	120894	0.2738	0.0620	1193	0.138	intra
1	15085324	15114638	1	15361024	15389854	-	28830	0.2359	0.0047	30	0.015	intra
1	15085740	15207150	1	15277448	15398282	+	120834	0.2701	0.0758	1486	0.172	intra
1	15086028	15107618	1	15368580	15389854	-	21274	0.2298	0.0067	33	0.022	intra
1	15087268	15311970	1	15209716	15434970	+	224702	0.2749	0.0850	2871	0.179	intra
1	15087580	15149534	1	15107892	15170150	+	61954	0.3031	0.1470	1424	0.322	intra
1	15087580	15149678	1	15311748	15374622	+	62098	0.2774	0.1293	1439	0.324	intra
1	15087596	15145290	1	15222520	15280038	+	57518	0.2861	0.1341	1278	0.311	intra
1	15087596	15146574	1	15330748	15390150	+	58978	0.2616	0.1144	1216	0.289	intra
1	15087600	15138486	1	15124884	15176202	+	50886	0.2711	0.1230	1216	0.335	intra
1	15087612	15149646	1	15372464	15435130	+	62034	0.2697	0.0655	700	0.158	intra
1	15087620	15292162	1	15093704	15298150	+	204446	0.3041	0.1551	4152	0.284	intra
1	15087620	15143202	1	15343300	15398342	+	55042	0.2787	0.0823	754	0.192	intra
1	15087624	15158886	1	15360684	15431674	+	70990	0.2621	0.0649	815	0.161	intra
1	15087688	15149774	1	15111232	15173098	+	61866	0.3025	0.1465	1393	0.315	intra
1	15087688	15144902	1	15320988	15378510	+	57214	0.2958	0.1407	1700	0.416	intra
1	15087696	15149774	1	15110212	15172998	+	62078	0.2675	0.1100	1190	0.268	intra
1	15087696	15170386	1	15197316	15280406	+	82690	0.2874	0.1040	1322	0.224	intra
1	15087696	15177294	1	15308628	15398290	+	89598	0.2771	0.1097	1579	0.247	intra
1	15087860	15138834	1	15357360	15409178	+	50974	0.2794	0.0794	676	0.186	intra
1	15087872	15136394	1	15130448	15178786	+	48338	0.2917	0.1179	900	0.261	intra
1	15087872	15171374	1	15196916	15280298	+	83382	0.2677	0.0936	1323	0.222	intra
1	15087872	15138754	1	15323760	15375250	+	50882	0.2633	0.0961	886	0.244	intra
1	15087888	15178278	1	15308096	15398342	+	90246	0.2582	0.1155	1840	0.285	intra
1	15087892	15160818	1	15100816	15174194	+	72926	0.2577	0.0795	1046	0.201	intra
1	15087892	15175298	1	15310156	15398246	+	87406	0.2816	0.1304	1794	0.287	intra
1	15087960	15205738	1	15318264	15435402	+	117138	0.2635	0.0968	1905	0.228	intra
1	15087988	15144698	1	15092684	15149774	+	56710	0.2764	0.1240	1181	0.292	intra
1	15088004	15137770	1	15129200	15178530	+	49330	0.2473	0.0785	762	0.216	intra
1	15088012	15117766	1	15406144	15435482	+	29338	0.2678	0.0603	330	0.157	intra
1	15088052	15174206	1	15123172	15209286	+	86114	0.3034	0.1046	1273	0.207	intra
1	15088084	15398154	1	15119556	15430270	+	310070	0.2887	0.0818	3466	0.156	intra
1	15088096	15178898	1	15107632	15198634	+	90802	0.2834	0.1202	1697	0.262	intra
1	15088260	15143938	1	15244720	15300214	+	55494	0.2696	0.0890	860	0.217	intra
1	15088264	15129986	1	15394812	15435546	+	40734	0.2738	0.0596	426	0.146	intra
1	15088500	15209166	1	15308056	15428302	+	120246	0.2911	0.1044	1833	0.213	intra
1	15088632	15206742	1	15318088	15435594	+	117506	0.2338	0.0795	1821	0.217	intra
1	15089036	15144918	1	15244720	15300086	+	55366	0.3019	0.0994	816	0.206	intra
1	15089168	15350822	1	15193072	15454458	+	261386	0.2854	0.0831	3062	0.164	intra
1	15089228	15117970	1	15409452	15438106	-	28654	0.2559	0.0026	15	0.007	intra
1	15089344	15178766	1	15341848	15431110	+	89262	0.2841	0.0826	1144	0.179	intra
1	15089388	15378402	1	15142872	15431554	+	288682	0.2652	0.0644	2873	0.139	intra
1	15089536	15209166	1	15308044	15428302	+	119630	0.2744	0.0949	1803	0.211	intra
1	15089828	15178766	1	15341848	15430790	+	88938	0.2671	0.0926	1392	0.219	intra
1	15090156	15138834	1	15158864	15207422	+	48558	0.2885	0.0966	752	0.217	intra
1	15090324	15145854	1	15244720	15300042	+	55322	0.2803	0.1195	1091	0.276	intra
1	15090636	15172382	1	15296900	15378430	+	81530	0.2761	0.1057	1403	0.241	intra
1	15090816	15138510	1	15158840	15206610	+	47694	0.2690	0.0916	774	0.227	intra
1	15091184	15171286	1	15318088	15398246	+	80102	0.2655	0.1203	1657	0.290	intra
1	15091536	15334478	1	15193020	15435342	+	242322	0.3034	0.1050	3296	0.190	intra
1	15091604	15238758	1	15297032	15444310	+	147154	0.2495	0.0604	1572	0.150	intra
1	15091648	15138502	1	15158840	15205726	+	46854	0.2532	0.0765	688	0.206	intra
1	15091768	15114286	1	15587100	15609410	-	22310	0.2690	0.0042	18	0.011	intra
1	15091816	15300190	1	15221968	15430270	+	208302	0.2665	0.0719	2363	0.159	intra
1	15092348	15335114	1	15193020	15435286	+	242266	0.2874	0.1063	3615	0.209	intra
1	15092684	15387306	1	15159036	15453506	+	294470	0.2615	0.0538	2491	0.118	intra
1	15093100	15149678	1	15318236	15374890	+	56578	0.2839	0.1324	1431	0.354	intra
1	15093392	15138022	1	15387616	15431722	+	44106	0.2822	0.0691	509	0.162	intra
1	15093712	15171834	1	15222112	15300082	+	77970	0.2636	0.1102	1495	0.268	intra
1	15093928	15207606	1	15308060	15422026	+	113678	0.2654	0.0868	1647	0.203	intra
1	15094216	15149566	1	15222036	15277134	+	55098	0.2924	0.1378	1330	0.338	intra
1	15094348	15123614	1	15406308	15435306	+	28998	0.2703	0.0417	223	0.108	intra
1	15094480	15139506	1	15718024	15762646	-	44622	0.2542	0.0018	15	0.005	intra
1	15094648	15118578	1	15731648	15754902	-	23254	0.2767	0.0035	15	0.009	intra
1	15094748	15202802	1	15193084	15300254	+	107170	0.2735	0.0957	1652	0.216	intra
1	15094912	15143186	1	15387848	15435370	+	47522	0.2619	0.0488	426	0.125	intra
1	15095036	15149566	1	15221960	15276870	+	54530	0.2842	0.1321	1325	0.340	intra
1	15095636	15124622	1	15361024	15390170	-	28986	0.2452	0.0030	18	0.009	intra
1	15095820	15149774	1	15221968	15275470	+	53502	0.2822	0.1306	1157	0.303	intra
1	15098032	15275074	1	15221968	15398342	+	176374	0.2522	0.0859	2602	0.207	intra
1	15098436	15125674	1	15411276	15437898	-	26622	0.2539	0.0043	23	0.012	intra
1	15099024	15125674	1	15411276	15437898	-	26622	0.2637	0.0047	24	0.013	intra
1	15100460	15126298	1	16279308	16304786	-	25478	0.2814	0.0033	15	0.008	intra
1	15101188	15344150	1	15192984	15435486	+	242502	0.2582	0.0688	2711	0.157	intra
1	15104868	15166506	1	15216680	15277626	-	60946	0.2490	0.0014	16	0.004	intra
1	15106292	15131158	1	15253264	15277790	-	24526	0.2554	0.0054	27	0.015	intra
1	15106300	15137398	1	15569436	15600570	-	31098	0.2659	0.0031	18	0.008	intra
1	15109644	15154874	1	15366344	15411946	-	45230	0.2247	0.0028	28	0.009	intra
1	15112004	15175110	1	15375348	15437874	-	62526	0.2369	0.0028	35	0.008	intra
1	15112552	15143390	1	15407072	15437874	-	30802	0.2444	0.0048	31	0.014	intra
1	15113440	15143390	1	15248664	15277790	-	29126	0.2726	0.0047	25	0.012	intra
1	15116204	15149542	1	15375292	15409466	-	33338	0.2572	0.0023	15	0.006	intra
1	15116972	15147910	1	15357872	15388506	-	30634	0.2642	0.0033	19	0.009	intra
1	15118252	15159966	1	15396984	15437918	-	40934	0.2666	0.0030	22	0.008	intra
1	15118716	15146930	1	15361024	15388506	-	27482	0.2593	0.0028	15	0.008	intra
1	15119032	15159966	1	15396984	15437918	-	40934	0.2871	0.0049	33	0.011	intra
1	15119876	15147910	1	15262016	15290402	-	28034	0.2545	0.0032	18	0.009	intra
1	15122572	15157958	1	15242472	15277822	-	35350	0.2604	0.0028	19	0.008	intra
1	15122856	15171822	1	15552456	15602018	-	48966	0.2556	0.0026	24	0.007	intra
1	15123008	15154218	1	15357900	15388506	-	30606	0.2537	0.0043	26	0.012	intra
1	15123240	15149102	1	15412072	15437682	-	25610	0.2634	0.0057	28	0.015	intra
1	15124436	15149042	1	15351120	15375914	-	24606	0.2836	0.0051	22	0.013	intra
1	15126508	15203038	1	15525388	15602006	-	76530	0.2870	0.0021	25	0.005	intra
1	15127056	15157986	1	16281488	16312418	-	30930	0.2823	0.0039	21	0.010	intra
1	15127212	15150030	1	15577856	15600622	-	22766	0.2792	0.0039	16	0.010	intra
1	15127504	15154874	1	15349132	15375886	-	26754	0.2711	0.0048	24	0.013	intra
1	15127856	15147910	1	15257580	15277706	-	20054	0.2692	0.0041	16	0.011	intra
1	15128176	15154874	1	15349132	15375886	-	26698	0.2386	0.0033	19	0.010	intra
1	15131164	15159966	1	15409312	15437854	-	28542	0.2412	0.0028	17	0.008	intra
1	15132008	15160482	1	15409452	15437874	-	28422	0.2677	0.0041	22	0.011	intra
1	15132952	15159966	1	15411276	15437918	-	26642	0.2634	0.0066	34	0.018	intra
1	15133124	15157174	1	15578928	15603730	-	24050	0.2682	0.0072	33	0.019	intra
1	15134588	15178294	1	15368580	15412086	-	43506	0.2796	0.0026	19	0.006	intra
1	15134632	15157174	1	15578928	15600922	-	21994	0.2328	0.0052	26	0.017	intra
1	15158836	15201010	1	15166952	15209246	+	42174	0.2697	0.0648	488	0.162	intra
1	15158840	15366998	1	15227132	15435462	+	208158	0.2947	0.0742	2115	0.142	intra
1	15158880	15204510	1	15394812	15440546	+	45630	0.2594	0.0227	193	0.059	intra
1	15158992	15364690	1	15229408	15435466	+	205698	0.2530	0.0571	1983	0.135	intra
1	15158996	15193650	1	15713632	15747866	-	34234	0.2552	0.0084	56	0.023	intra
1	15159160	15192162	1	15714168	15747410	-	33002	0.2737	0.0078	46	0.020	intra
1	15159164	15364226	1	15230232	15435466	+	205062	0.2787	0.0750	2284	0.156	intra
1	15159236	15193650	1	15713632	15747934	-	34302	0.2507	0.0031	21	0.009	intra
1	15159348	15197538	1	15397384	15435594	+	38190	0.2527	0.0158	118	0.043	intra
1	15160256	15209206	1	15318420	15367082	+	48662	0.2751	0.0692	577	0.166	intra
1	15160504	15185074	1	15576372	15600754	-	24382	0.2402	0.0028	15	0.009	intra
1	15161540	15204522	1	15689960	15732546	-	42586	0.2554	0.0157	128	0.042	intra
1	15166588	15276182	1	15170588	15280226	+	109594	0.2813	0.1386	3471	0.443	intra
1	15166636	15375034	1	15170340	15378142	+	207802	0.2550	0.1009	3506	0.236	intra
1	15166848	15279886	1	15323204	15435838	+	112634	0.2684	0.0614	1138	0.141	intra
1	15167192	15291706	1	15172232	15297302	+	124514	0.2647	0.0622	1286	0.145	intra
1	15168280	15204058	1	15525196	15560538	-	35342	0.2762	0.0150	93	0.037	intra
1	15169736	15378402	1	15222200	15431110	+	208666	0.2789	0.0700	2165	0.145	intra
1	15170156	15203986	1	15721712	15755926	-	33830	0.2739	0.0030	18	0.007	intra
1	15170336	15378278	1	15221968	15430426	+	207942	0.2697	0.0617	1994	0.134	intra
1	15170880	15309698	1	15296932	15435422	+	138490	0.2620	0.0571	1321	0.134	intra
1	15171628	15201218	1	15406164	15435598	+	29434	0.2552	0.0301	176	0.084	intra
1	15171964	15200306	1	15409452	15438106	-	28342	0.2547	0.0049	28	0.014	intra
1	15172116	15409802	1	15193080	15431038	+	237686	0.2762	0.0656	2317	0.136	intra
